Name,country,population,Oblast,date
Černolesskoje [Chernolesskoye],russia,5557,stavropol,2010-10-04
Divnoje [Divnoye],russia,14085,stavropol,2010-10-04
Donskoje [Donskoye],russia,14927,stavropol,2010-10-04
Èdissija [Edissiya],russia,5801,stavropol,2010-10-04
Georgijevsk [Georgiyevsk],russia,72153,stavropol,2010-10-04
Georgijevskaja [Georgiyevskaya],russia,6189,stavropol,2010-10-04
Gofickoje [Gofitskoye],russia,5096,stavropol,2010-10-04
Gorjačevodskij [Goryachevodsky],russia,36967,stavropol,2010-10-04
Gračëvka [Grachyovka],russia,6657,stavropol,2010-10-04
Grigoropolisskaja [Grigoropolisskaya],russia,8988,stavropol,2010-10-04
Gruševskoje [Grushevskoye],russia,3019,stavropol,2010-10-04
Inozemcevo [Inozemtsevo],russia,28398,stavropol,2010-10-04
Ipatovo,russia,26053,stavropol,2010-10-04
Irgakly,russia,3965,stavropol,2010-10-04
Ivanovskoje [Ivanovskoye],russia,7518,stavropol,2010-10-04
Izobil'nyj [Izobilny],russia,40555,stavropol,2010-10-04
Jasnaja Poljana [Yasnaya Polyana],russia,5063,stavropol,2010-10-04
Jessentuki [Yessentuki],russia,100996,stavropol,2010-10-04
Jessentukskaja [Yessentukskaya],russia,20166,stavropol,2010-10-04
Juca [Yutsa],russia,9427,stavropol,2010-10-04
Kajasula [Kayasula],russia,5004,stavropol,2010-10-04
Kalinovskoje [Kalinovskoye],russia,3955,stavropol,2010-10-04
Kangly,russia,3235,stavropol,2010-10-04
Kaz'minskoje [Kazminskoye],russia,5676,stavropol,2010-10-04
Kislovodsk,russia,128553,stavropol,2010-10-04
Kitajevskoje [Kitayevskoye],russia,2782,stavropol,2010-10-04
Kočubejevskoje [Kochubeyevskoye],russia,26835,stavropol,2010-10-04
Komsomolec [Komsomolets],russia,3131,stavropol,2010-10-04
Konstantinovskaja [Konstantinovskaya],russia,8623,stavropol,2010-10-04
Konstantinovskoje [Konstantinovskoye],russia,5071,stavropol,2010-10-04
Krasnogvardejskoje [Krasnogvardeyskoye],russia,15992,stavropol,2010-10-04
Krasnokumskoje [Krasnokumskoye],russia,17137,stavropol,2010-10-04
Krasnyj Pachar' [Krasny Pakhar],russia,3081,stavropol,2010-10-04
Kugul'ta [Kugulta],russia,5574,stavropol,2010-10-04
Kursavka,russia,11830,stavropol,2010-10-04
Kurskaja [Kurskaya],russia,12045,stavropol,2010-10-04
Ladovskaja Balka [Ladovskaya Balka],russia,4740,stavropol,2010-10-04
Lermontov,russia,22541,stavropol,2010-10-04
Letnjaja Stavka [Letnyaya Stavka],russia,4437,stavropol,2010-10-04
Levokumka,russia,6715,stavropol,2010-10-04
Levokumskoje [Levokumskoye],russia,10302,stavropol,2010-10-04
Lysogorskaja [Lysogorskaya],russia,11174,stavropol,2010-10-04
Machmud-Mekteb [Makhmud-Mekteb],russia,3148,stavropol,2010-10-04
Mar'inskaja [Maryinskaya],russia,9080,stavropol,2010-10-04
Michajlovsk [Mikhaylovsk],russia,70981,stavropol,2010-10-04
Mineral'nyje Vody [Mineralnye Vody],russia,76728,stavropol,2010-10-04
Moskovskoje [Moskovskoye],russia,5623,stavropol,2010-10-04
Nadežda [Nadezhda],russia,10609,stavropol,2010-10-04
Neftekumsk,russia,27687,stavropol,2010-10-04
Nevinnomyssk,russia,118360,stavropol,2010-10-04
Nežinskij [Nezhinsky],russia,3664,stavropol,2010-10-04
Nezlobnaja [Nezlobnaya],russia,19746,stavropol,2010-10-04
Niny,russia,4121,stavropol,2010-10-04
Novoaleksandrovsk [Novoalexandrovsk],russia,26757,stavropol,2010-10-04
Novoblagodarnoje [Novoblagodarnoye],russia,3263,stavropol,2010-10-04
Novopavlovsk,russia,26562,stavropol,2010-10-04
Novoselickoje [Novoselitskoye],russia,8729,stavropol,2010-10-04
Novotroickaja [Novotroitskaya],russia,7819,stavropol,2010-10-04
Novozavedennoje [Novozavedennoye],russia,5147,stavropol,2010-10-04
Novyj [Novy],russia,2989,stavropol,2010-10-04
Obil'noje [Obilnoye],russia,6575,stavropol,2010-10-04
Oktjabr'skoje [Oktyabrskoye],russia,3511,stavropol,2010-10-04
Orlovka,russia,3339,stavropol,2010-10-04
Pelagiada,russia,6814,stavropol,2010-10-04
Pervomajskij [Pervomaysky],russia,4005,stavropol,2010-10-04
Pjatigorsk [Pyatigorsk],russia,142511,stavropol,2010-10-04
Pjatigorskij [Pyatigorsky],russia,4916,stavropol,2010-10-04
Podgornaja [Podgornaya],russia,5859,stavropol,2010-10-04
Podkumok,russia,3473,stavropol,2010-10-04
Pokojnoje [Pokoynoye],russia,8962,stavropol,2010-10-04
Praskoveja [Praskoveya],russia,10902,stavropol,2010-10-04
Pravokumskoje [Pravokumskoye],russia,4433,stavropol,2010-10-04
Pregradnoje [Pregradnoye],russia,3316,stavropol,2010-10-04
Privol'noje [Privolnoye],russia,3350,stavropol,2010-10-04
Ptičje [Ptichye],russia,5076,stavropol,2010-10-04
Rasševatskaja [Rasshevatskaya],russia,5326,stavropol,2010-10-04
Roždestvenskaja [Rozhdestvenskaya],russia,2816,stavropol,2010-10-04
Russkoje [Russkoye],russia,4681,stavropol,2010-10-04
Ryzdvjanyj [Ryzdvyany],russia,7710,stavropol,2010-10-04
Šaumjanskij [Shaumyansky],russia,3119,stavropol,2010-10-04
Severnoje [Severnoye],russia,3445,stavropol,2010-10-04
Soldato-Aleksandrovskoje [Soldato-Alexandrovskoye],russia,9516,stavropol,2010-10-04
Solnečnodol'sk [Solnechnodolsk],russia,12137,stavropol,2010-10-04
Soluno-Dmitrijevskoje [Soluno-Dmitriyevskoye],russia,3147,stavropol,2010-10-04
Sotnikovskoje [Sotnikovskoye],russia,4481,stavropol,2010-10-04
Sovetskaja [Sovetskaya],russia,7970,stavropol,2010-10-04
Spicevka [Spitsevka],russia,3478,stavropol,2010-10-04
Starodubskoje [Starodubskoye],russia,4370,stavropol,2010-10-04
Staromarjevka [Staromaryevka],russia,6044,stavropol,2010-10-04
Stavropol',russia,398539,stavropol,2010-10-04
Stepnoje [Stepnoye],russia,5611,stavropol,2010-10-04
Suchaja Bujvola [Sukhaya Buyvola],russia,3432,stavropol,2010-10-04
Suvorovskaja [Suvorovskaya],russia,17585,stavropol,2010-10-04
Svetlograd,russia,38520,stavropol,2010-10-04
Svobody,russia,18042,stavropol,2010-10-04
Tatarka,russia,6278,stavropol,2010-10-04
Temižbekskij [Temizhbeksky],russia,3866,stavropol,2010-10-04
Tiščenskoje [Tishchenskoye],russia,3325,stavropol,2010-10-04
Trunovskoje [Trunovskoye],russia,6121,stavropol,2010-10-04
Urožajnoje [Urozhaynoye],russia,4161,stavropol,2010-10-04
Veličajevskoje [Velichayevskoye],russia,5204,stavropol,2010-10-04
Verchnerusskoje [Verkhnerusskoye],russia,5206,stavropol,2010-10-04
Vinsady,russia,8882,stavropol,2010-10-04
Zaterečnyj [Zaterechny],russia,7696,stavropol,2010-10-04
Zavetnoje [Zavetnoye],russia,3998,stavropol,2010-10-04
Zelenokumsk,russia,35839,stavropol,2010-10-04
Železnovodsk [Zheleznovodsk],russia,24433,stavropol,2010-10-04
Zol'skaja [Zolskaya],russia,9330,stavropol,2010-10-04
Ačit [Achit],russia,4948,sverdlovsk,2010-10-04
Alapajevsk [Alapayevsk],russia,38192,sverdlovsk,2010-10-04
Aramil',russia,14224,sverdlovsk,2010-10-04
Artëmovskij [Artyomovsky],russia,33160,sverdlovsk,2010-10-04
Arti,russia,12881,sverdlovsk,2010-10-04
Asbest,russia,68893,sverdlovsk,2010-10-04
Atig,russia,3405,sverdlovsk,2010-10-04
Bajkalovo [Baykalovo],russia,5789,sverdlovsk,2010-10-04
Baltym,russia,2837,sverdlovsk,2010-10-04
Barančinskij [Baranchinsky],russia,9461,sverdlovsk,2010-10-04
Belojarskij [Beloyarsky],russia,12615,sverdlovsk,2010-10-04
Berëzovskij [Beryozovsky],russia,51651,sverdlovsk,2010-10-04
Bilimbaj [Bilimbay],russia,6044,sverdlovsk,2010-10-04
Bisert',russia,10233,sverdlovsk,2010-10-04
Bobrovskij [Bobrovsky],russia,5247,sverdlovsk,2010-10-04
Bogdanovič [Bogdanovich],russia,30670,sverdlovsk,2010-10-04
Bol'šoj Istok [Bolshoy Istok],russia,7281,sverdlovsk,2010-10-04
Bulanaš [Bulanash],russia,12504,sverdlovsk,2010-10-04
Cementnyj [Tsementny],russia,5808,sverdlovsk,2010-10-04
Čerëmuchovo [Cheryomukhovo],russia,5988,sverdlovsk,2010-10-04
Černoistočinsk [Chernoistochinsk],russia,3814,sverdlovsk,2010-10-04
Degtjarsk [Degtyarsk],russia,15522,sverdlovsk,2010-10-04
Družinino [Druzhinino],russia,3793,sverdlovsk,2010-10-04
Dvurečensk [Dvurechensk],russia,4935,sverdlovsk,2010-10-04
Gari,russia,2472,sverdlovsk,2010-10-04
Gornoural'skij [Gornouralsky],russia,3972,sverdlovsk,2010-10-04
Gornyj Ščit [Gorny Shchit],russia,6299,sverdlovsk,2010-10-04
Irbit,russia,38357,sverdlovsk,2010-10-04
Is,russia,4229,sverdlovsk,2010-10-04
Iset',russia,3215,sverdlovsk,2010-10-04
Istok,russia,5962,sverdlovsk,2010-10-04
Ivdel',russia,17775,sverdlovsk,2010-10-04
Jekaterinburg [Yekaterinburg],russia,1349772,sverdlovsk,2010-10-04
Jelanskij [Yelansky],russia,10038,sverdlovsk,2010-10-04
Jušala [Yushala],russia,3827,sverdlovsk,2010-10-04
Kačkanar [Kachkanar],russia,41426,sverdlovsk,2010-10-04
Kal'ja [Kalya],russia,5604,sverdlovsk,2010-10-04
Kamensk-Ural'skij [Kamensk-Uralsky],russia,174689,sverdlovsk,2010-10-04
Kamyšlov [Kamyshlov],russia,26870,sverdlovsk,2010-10-04
Karpinsk,russia,29113,sverdlovsk,2010-10-04
Kirovgrad,russia,21035,sverdlovsk,2010-10-04
Kosulino,russia,2644,sverdlovsk,2010-10-04
Krasnogvardejskij [Krasnogvardeysky],russia,4369,sverdlovsk,2010-10-04
Krasnotur'insk [Krasnoturyinsk],russia,59633,sverdlovsk,2010-10-04
Krasnoufimsk,russia,39765,sverdlovsk,2010-10-04
Krasnoural'sk [Krasnouralsk],russia,24980,sverdlovsk,2010-10-04
Kur'i [Kuryi],russia,4810,sverdlovsk,2010-10-04
Kušva [Kushva],russia,30167,sverdlovsk,2010-10-04
Lesnoj [Lesnoy],russia,50363,sverdlovsk,2010-10-04
Lobva,russia,8372,sverdlovsk,2010-10-04
Machnëvo [Makhnyovo],russia,3399,sverdlovsk,2010-10-04
Malyševa [Malysheva],russia,9544,sverdlovsk,2010-10-04
Martjuš [Martyush],russia,3994,sverdlovsk,2010-10-04
Michajlovsk [Mikhaylovsk],russia,9852,sverdlovsk,2010-10-04
Mičurinskij [Michurinsky],russia,164,sverdlovsk,2010-10-04
Monetnyj [Monetny],russia,5633,sverdlovsk,2010-10-04
Natal'insk [Natalyinsk],russia,1914,sverdlovsk,2010-10-04
Nev'jansk [Nevyansk],russia,24567,sverdlovsk,2010-10-04
Nikolo-Pavlovskoje [Nikolo-Pavlovskoye],russia,5042,sverdlovsk,2010-10-04
Nižnije Sergi [Nizhniye Sergi],russia,10336,sverdlovsk,2010-10-04
Nižnij Tagil [Nizhny Tagil],russia,361811,sverdlovsk,2010-10-04
Nižnjaja Salda [Nizhnyaya Salda],russia,17619,sverdlovsk,2010-10-04
Nižnjaja Tura [Nizhnyaya Tura],russia,22006,sverdlovsk,2010-10-04
Novaja Ljalja [Novaya Lyalya],russia,12734,sverdlovsk,2010-10-04
Novoural'sk [Novouralsk],russia,85522,sverdlovsk,2010-10-04
Novoutkinsk,russia,5360,sverdlovsk,2010-10-04
Patruši [Patrushi],russia,3274,sverdlovsk,2010-10-04
Pelym,russia,3376,sverdlovsk,2010-10-04
Pervoural'sk [Pervouralsk],russia,124528,sverdlovsk,2010-10-04
Petrokamenskoje [Petrokamenskoye],russia,3401,sverdlovsk,2010-10-04
Pionerskij [Pionersky],russia,3104,sverdlovsk,2010-10-04
Polevskoj [Polevskoy],russia,64220,sverdlovsk,2010-10-04
Privokzal'nyj [Privokzalny],russia,4035,sverdlovsk,2010-10-04
Pyšma [Pyshma],russia,9806,sverdlovsk,2010-10-04
Reftinskij [Reftinsky],russia,16496,sverdlovsk,2010-10-04
Revda,russia,61875,sverdlovsk,2010-10-04
Rež [Rezh],russia,38215,sverdlovsk,2010-10-04
Šabrovskij [Shabrovsky],russia,4526,sverdlovsk,2010-10-04
Sadovyj [Sadovy],russia,3242,sverdlovsk,2010-10-04
Šalja [Shalya],russia,6433,sverdlovsk,2010-10-04
Serov,russia,99373,sverdlovsk,2010-10-04
Severoural'sk [Severouralsk],russia,29263,sverdlovsk,2010-10-04
Sos'va [Sosva],russia,9634,sverdlovsk,2010-10-04
Sovchoznyj [Sovkhozny],russia,3939,sverdlovsk,2010-10-04
Sredneural'sk [Sredneuralsk],russia,20449,sverdlovsk,2010-10-04
Staroutkinsk,russia,2969,sverdlovsk,2010-10-04
Suchoj Log [Sukhoy Log],russia,34554,sverdlovsk,2010-10-04
Svobodnyj [Svobodny],russia,8198,sverdlovsk,2010-10-04
Sysert',russia,20465,sverdlovsk,2010-10-04
Talica [Talitsa],russia,16225,sverdlovsk,2010-10-04
Tavda,russia,35421,sverdlovsk,2010-10-04
Troickij [Troitsky],russia,10467,sverdlovsk,2010-10-04
Tugulym,russia,6001,sverdlovsk,2010-10-04
Turinsk,russia,17925,sverdlovsk,2010-10-04
Turinskaja Sloboda [Turinskaya Sloboda],russia,5955,sverdlovsk,2010-10-04
Ural'skij [Uralsky],russia,2444,sverdlovsk,2010-10-04
Verchneje Dubrovo [Verkhneye Dubrovo],russia,4791,sverdlovsk,2010-10-04
Verch-Nejvinskij [Verkh-Neyvinsky],russia,5098,sverdlovsk,2010-10-04
Verchnije Sergi [Verkhniye Sergi],russia,6105,sverdlovsk,2010-10-04
Verchnij Tagil [Verkhny Tagil],russia,11843,sverdlovsk,2010-10-04
Verchnjaja Pyšma [Verkhnyaya Pyshma],russia,59749,sverdlovsk,2010-10-04
Verchnjaja Salda [Verkhnyaya Salda],russia,46221,sverdlovsk,2010-10-04
Verchnjaja Sinjačicha [Verkhnyaya Sinyachikha],russia,9999,sverdlovsk,2010-10-04
Verchnjaja Tura [Verkhnyaya Tura],russia,9461,sverdlovsk,2010-10-04
Verchoturje [Verkhoturye],russia,8820,sverdlovsk,2010-10-04
Volčansk [Volchansk],russia,10010,sverdlovsk,2010-10-04
Vostočnyj [Vostochny],russia,4673,sverdlovsk,2010-10-04
Zajkovo [Zaykovo],russia,4344,sverdlovsk,2010-10-04
Zarečnyj [Zarechny],russia,26820,sverdlovsk,2010-10-04
Bokino,russia,4473,tambov,2010-10-04
Dmitrijevka [Dmitriyevka],russia,8421,tambov,2010-10-04
Donskoje [Donskoye],russia,4308,tambov,2010-10-04
Goreloje [Goreloye],russia,4154,tambov,2010-10-04
Inžavino [Inzhavino],russia,9592,tambov,2010-10-04
Kirsanov,russia,17224,tambov,2010-10-04
Kotovsk,russia,31850,tambov,2010-10-04
Krasnen'kaja [Krasnenkaya],russia,4908,tambov,2010-10-04
Mičurinsk [Michurinsk],russia,98758,tambov,2010-10-04
Mordovo,russia,6520,tambov,2010-10-04
Moršansk [Morshansk],russia,41556,tambov,2010-10-04
Mučkapskij [Muchkapsky],russia,7080,tambov,2010-10-04
Novaja Ljada [Novaya Lyada],russia,5207,tambov,2010-10-04
Novopokrovka,russia,2047,tambov,2010-10-04
Pervomajskij [Pervomaysky],russia,12654,tambov,2010-10-04
Petrovskoje [Petrovskoye],russia,5710,tambov,2010-10-04
Platonovka,russia,3475,tambov,2010-10-04
Pokrovo-Prigorodnoje [Pokrovo-Prigorodnoye],russia,5454,tambov,2010-10-04
Rasskazovo,russia,45484,tambov,2010-10-04
Ržaksa [Rzhaksa],russia,5196,tambov,2010-10-04
Satinka,russia,3567,tambov,2010-10-04
Sosnovka,russia,9189,tambov,2010-10-04
Sovchoza «Komsomolec» [Sovkhoza »Komsomolets«],russia,3923,tambov,2010-10-04
Sovchoza «Seleznëvskij» [Sovkhoza »Seleznyovsky«],russia,4503,tambov,2010-10-04
Starojurjevo [Staroyuryevo],russia,6144,tambov,2010-10-04
Stroitel',russia,18437,tambov,2010-10-04
Tambov,russia,280161,tambov,2010-10-04
Tokarëvka [Tokaryovka],russia,6929,tambov,2010-10-04
Umët [Umyot],russia,4740,tambov,2010-10-04
Ust'inskij [Ustyinsky],russia,3183,tambov,2010-10-04
Ustje [Ustye],russia,3782,tambov,2010-10-04
Uvarovo,russia,26830,tambov,2010-10-04
Zavoronežskoje [Zavoronezhskoye],russia,6039,tambov,2010-10-04
Žerdevka [Zherdevka],russia,15209,tambov,2010-10-04
Znamenka,russia,6167,tambov,2010-10-04
Agryz,russia,19300,tatarstan,2010-10-04
Ajša [Aysha],russia,2939,tatarstan,2010-10-04
Aksubajevo [Aksubayevo],russia,10008,tatarstan,2010-10-04
Aktanyš [Aktanysh],russia,8923,tatarstan,2010-10-04
Aktjubinskij [Aktyubinsky],russia,9237,tatarstan,2010-10-04
Aleksejevskoje [Alexeyevskoye],russia,11224,tatarstan,2010-10-04
Al'metjevsk [Almetyevsk],russia,146393,tatarstan,2010-10-04
Apastovo,russia,5145,tatarstan,2010-10-04
Arsk,russia,18114,tatarstan,2010-10-04
Aznakajevo [Aznakayevo],russia,34853,tatarstan,2010-10-04
Baltasi,russia,7711,tatarstan,2010-10-04
Bavly,russia,22109,tatarstan,2010-10-04
Bazarnyje Mataki [Bazarnye Mataki],russia,5899,tatarstan,2010-10-04
Bet'ki [Betki],russia,3322,tatarstan,2010-10-04
Bogatyje Saby [Bogatye Saby],russia,7671,tatarstan,2010-10-04
Bolgar,russia,8650,tatarstan,2010-10-04
Bol'šaja Atnja [Bolshaya Atnya],russia,3536,tatarstan,2010-10-04
Bol'šaja Šil'na [Bolshaya Shilna],russia,588,tatarstan,2010-10-04
Bol'šoje Afanasovo [Bolshoye Afanasovo],russia,3168,tatarstan,2010-10-04
Bugul'ma [Bugulma],russia,89204,tatarstan,2010-10-04
Buinsk,russia,20352,tatarstan,2010-10-04
Čeremšan [Cheremshan],russia,5927,tatarstan,2010-10-04
Čistopol' [Chistopol],russia,60755,tatarstan,2010-10-04
Džalil' [Dzhalil],russia,13937,tatarstan,2010-10-04
Gabiševo [Gabishevo],russia,2527,tatarstan,2010-10-04
Innopolis,russia,...,tatarstan,2010-10-04
Jelabuga [Yelabuga],russia,70728,tatarstan,2010-10-04
Kamskije Poljany [Kamskiye Polyany],russia,15795,tatarstan,2010-10-04
Kamskoje Ustje [Kamskoye Ustye],russia,4482,tatarstan,2010-10-04
Karabaš [Karabash],russia,5005,tatarstan,2010-10-04
Kazan',russia,1143535,tatarstan,2010-10-04
Krugloje Pole [Krugloye Pole],russia,3098,tatarstan,2010-10-04
Kujbyševskij Zaton [Kuybyshevsky Zaton],russia,2677,tatarstan,2010-10-04
Kujuki [Kuyuki],russia,368,tatarstan,2010-10-04
Kukmor,russia,16918,tatarstan,2010-10-04
Laiševo [Laishevo],russia,7735,tatarstan,2010-10-04
Leninogorsk,russia,64127,tatarstan,2010-10-04
Mamadyš [Mamadysh],russia,14435,tatarstan,2010-10-04
Mendelejevsk [Mendeleyevsk],russia,22075,tatarstan,2010-10-04
Menzelinsk,russia,16476,tatarstan,2010-10-04
Musljumovo [Muslyumovo],russia,7348,tatarstan,2010-10-04
Naberežnyje Čelny [Naberezhnye Chelny],russia,513193,tatarstan,2010-10-04
Nižnekamsk [Nizhnekamsk],russia,234044,tatarstan,2010-10-04
Nižnije Vjazovyje [Nizhniye Vyazovye],russia,8048,tatarstan,2010-10-04
Nižnjaja Maktama [Nizhnyaya Maktama],russia,9924,tatarstan,2010-10-04
Novoje Šigalejevo [Novoye Shigaleyevo],russia,305,tatarstan,2010-10-04
Novošešminsk [Novosheshminsk],russia,4561,tatarstan,2010-10-04
Nurlat,russia,32601,tatarstan,2010-10-04
Osinovo,russia,8725,tatarstan,2010-10-04
Pesčanyje Kovali [Peschanye Kovali],russia,1833,tatarstan,2010-10-04
Pestrecy [Pestretsy],russia,8102,tatarstan,2010-10-04
Russkij Aktaš [Russky Aktash],russia,4235,tatarstan,2010-10-04
Rybnaja Sloboda [Rybnaya Sloboda],russia,7684,tatarstan,2010-10-04
Sarmanovo,russia,7153,tatarstan,2010-10-04
Šemordan [Shemordan],russia,5943,tatarstan,2010-10-04
Sovchoza «Mamadyšskij» [Sovkhoza »Mamadyshsky«],russia,1998,tatarstan,2010-10-04
Staroje Drožžanoje [Staroye Drozhzhanoye],russia,3210,tatarstan,2010-10-04
Stolbišče [Stolbishche],russia,4018,tatarstan,2010-10-04
Teniševo [Tenishevo],russia,809,tatarstan,2010-10-04
Tetjuši [Tetyushi],russia,11596,tatarstan,2010-10-04
Tjuljači [Tyulyachi],russia,3265,tatarstan,2010-10-04
Urussu,russia,10681,tatarstan,2010-10-04
Usady,russia,1485,tatarstan,2010-10-04
Vasiljevo [Vasilyevo],russia,16953,tatarstan,2010-10-04
Verchnij Uslon [Verkhny Uslon],russia,4499,tatarstan,2010-10-04
Vysokaja Gora [Vysokaya Gora],russia,9589,tatarstan,2010-10-04
Zainsk,russia,41803,tatarstan,2010-10-04
Zelenodol'sk [Zelenodolsk],russia,97674,tatarstan,2010-10-04
Železnodorožnoj Stancii Vysokaja Gora [Railway Station Vysokaya Gora],russia,2968,tatarstan,2010-10-04
Abatskoje [Abatskoye],russia,7959,tyumen,2010-10-04
Agiriš [Agirish],russia,2856,tyumen,2010-10-04
Aksarka,russia,3133,tyumen,2010-10-04
Andra,russia,1830,tyumen,2010-10-04
Armizonskoje [Armizonskoye],russia,4776,tyumen,2010-10-04
Aromaševo [Aromashevo],russia,5373,tyumen,2010-10-04
Barsovo,russia,4990,tyumen,2010-10-04
Belojarskij [Beloyarsky],russia,20283,tyumen,2010-10-04
Belyj Jar [Bely Yar],russia,14580,tyumen,2010-10-04
Berdjužje [Berdyuzhye],russia,5158,tyumen,2010-10-04
Berëzovo [Beryozovo],russia,7287,tyumen,2010-10-04
Bol'šoje Sorokino [Bolshoye Sorokino],russia,5317,tyumen,2010-10-04
Červiševo [Chervishevo],russia,3910,tyumen,2010-10-04
Chanty-Mansijsk [Khanty-Mansiysk],russia,80151,tyumen,2010-10-04
Chanymej [Khanymey],russia,4707,tyumen,2010-10-04
Charp [Kharp],russia,6413,tyumen,2010-10-04
Dudareva,russia,113,tyumen,2010-10-04
Fëdorovskij [Fedorovsky],russia,20288,tyumen,2010-10-04
Gor'kovka [Gorkovka],russia,2396,tyumen,2010-10-04
Gornopravdinsk,russia,4844,tyumen,2010-10-04
Gubkinskij [Gubkinsky],russia,23335,tyumen,2010-10-04
Gyda,russia,3331,tyumen,2010-10-04
Igrim,russia,8775,tyumen,2010-10-04
Isetskoje [Isetskoye],russia,7479,tyumen,2010-10-04
Išim [Ishim],russia,65243,tyumen,2010-10-04
Izlučinsk [Izluchinsk],russia,17399,tyumen,2010-10-04
Jalutorovsk [Yalutorovsk],russia,36493,tyumen,2010-10-04
Jarkovo [Yarkovo],russia,7017,tyumen,2010-10-04
Jar-Sale [Yar-Sale],russia,6486,tyumen,2010-10-04
Jembajevo [Yembayevo],russia,2959,tyumen,2010-10-04
Jugorsk [Yugorsk],russia,34067,tyumen,2010-10-04
Jurginskoje [Yurginskoye],russia,4546,tyumen,2010-10-04
Kaskara,russia,7094,tyumen,2010-10-04
Kazanskoje [Kazanskoye],russia,5932,tyumen,2010-10-04
Kogalym,russia,58181,tyumen,2010-10-04
Kommunističeskij [Kommunistichesky],russia,2423,tyumen,2010-10-04
Kondinskoje [Kondinskoye],russia,3616,tyumen,2010-10-04
Krasnosel'kup [Krasnoselkup],russia,3974,tyumen,2010-10-04
Kuminskij [Kuminsky],russia,3116,tyumen,2010-10-04
Labytnangi,russia,26936,tyumen,2010-10-04
Langepas,russia,41670,tyumen,2010-10-04
Ljantor [Lyantor],russia,38992,tyumen,2010-10-04
Lugovoj [Lugovoy],russia,1756,tyumen,2010-10-04
Malinovskij [Malinovsky],russia,2755,tyumen,2010-10-04
Megion,russia,49449,tyumen,2010-10-04
Meždurečenskij [Mezhdurechensky],russia,11058,tyumen,2010-10-04
Mortka,russia,3798,tyumen,2010-10-04
Moskovskij [Moskovsky],russia,3646,tyumen,2010-10-04
Muravlenko,russia,33391,tyumen,2010-10-04
Muži [Muzhi],russia,3609,tyumen,2010-10-04
Nadym,russia,46611,tyumen,2010-10-04
Neftejugansk [Nefteyugansk],russia,122855,tyumen,2010-10-04
Nižnesortymskij [Nizhnesortymsky],russia,10314,tyumen,2010-10-04
Nižnevartovsk [Nizhnevartovsk],russia,251694,tyumen,2010-10-04
Nižnjaja Tavda [Nizhnyaya Tavda],russia,6846,tyumen,2010-10-04
Njagan' [Nyagan],russia,54890,tyumen,2010-10-04
Nojabr'sk [Noyabrsk],russia,110620,tyumen,2010-10-04
Novaja Zaimka [Novaya Zaimka],russia,4143,tyumen,2010-10-04
Novoagansk,russia,10343,tyumen,2010-10-04
Novotarmanskij [Novotarmansky],russia,3091,tyumen,2010-10-04
Novyj Urengoj [Novy Urengoy],russia,104107,tyumen,2010-10-04
Oktjabr'skoje [Oktyabrskoye],russia,3640,tyumen,2010-10-04
Omutinskoje [Omutinskoye],russia,9201,tyumen,2010-10-04
Onochino [Onokhino],russia,4120,tyumen,2010-10-04
Pangody,russia,10805,tyumen,2010-10-04
Patruševa [Patrusheva],russia,1423,tyumen,2010-10-04
Perevalovo,russia,1367,tyumen,2010-10-04
Pionerskij [Pionersky],russia,5390,tyumen,2010-10-04
Pojkovskij [Poykovsky],russia,25594,tyumen,2010-10-04
Pokači [Pokachi],russia,17171,tyumen,2010-10-04
Priobje [Priobye],russia,7215,tyumen,2010-10-04
Pyt'-Jach [Pyt-Yakh],russia,41488,tyumen,2010-10-04
Radužnyj [Raduzhny],russia,43399,tyumen,2010-10-04
Salechard [Salekhard],russia,42544,tyumen,2010-10-04
Salym,russia,6554,tyumen,2010-10-04
Singapaj [Singapay],russia,3133,tyumen,2010-10-04
Sladkovo,russia,3303,tyumen,2010-10-04
Solnečnyj [Solnechny],russia,10103,tyumen,2010-10-04
Sovetskij [Sovetsky],russia,26495,tyumen,2010-10-04
Strechnino [Strekhnino],russia,3954,tyumen,2010-10-04
Surgut,russia,306675,tyumen,2010-10-04
Tajëžnyj [Tayezhny],russia,2370,tyumen,2010-10-04
Talinka,russia,4121,tyumen,2010-10-04
Tarko-Sale,russia,20398,tyumen,2010-10-04
Tazovskij [Tazovsky],russia,6793,tyumen,2010-10-04
Tjumen' [Tyumen],russia,581907,tyumen,2010-10-04
Tobol'sk [Tobolsk],russia,99694,tyumen,2010-10-04
Turtas,russia,5397,tyumen,2010-10-04
Un''jugan [Unayugan],russia,4577,tyumen,2010-10-04
Uporovo,russia,5847,tyumen,2010-10-04
Uraj [Uray],russia,39457,tyumen,2010-10-04
Urengoj [Urengoy],russia,10066,tyumen,2010-10-04
Uspenka,russia,3272,tyumen,2010-10-04
Uvat,russia,4964,tyumen,2010-10-04
Vagaj [Vagay],russia,5013,tyumen,2010-10-04
Vagaj [Vagay],russia,2671,tyumen,2010-10-04
Vikulovo,russia,6995,tyumen,2010-10-04
Vysokij [Vysoky],russia,6933,tyumen,2010-10-04
Zapoljarnyj [Zapolyarny],russia,1024,tyumen,2010-10-04
Zavodoukovsk,russia,25647,tyumen,2010-10-04
Zelenoborsk,russia,2379,tyumen,2010-10-04
Aleksandrovskoje [Alexandrovskoye],russia,7211,tomsk,2010-10-04
Asino,russia,25618,tomsk,2010-10-04
