Name,Native,Status,12/01/1989,09/10/2002,14/10/2010,01/10/2021,Oblast
Ytyk-Kjuël' [Ytyk-Kyuyol],Ытык-Кюёль,Village,Tattinskij Rajon,"6,267","6,828","7,472",sakha
Žataj [Zhatay],Жатай,Urban Settlement,Žataj,"8,405","9,504","11,436",sakha
Žigansk [Zhigansk],Жиганск,Village,Žiganskij Rajon,"3,346","3,420","3,329",sakha
Zolotinka,Золотинка,Urban Settlement,Nerjungrinskij Rajon,566,552,576,sakha
Zvëzdočka [Zvezdochka],Звёздочка,Urban Settlement,Ust'-Majskij Rajon,566,408,294,sakha
Zyrjanka [Zyryanka],Зырянка,Urban Settlement,Verchnekolymskij Rajon,"3,749","3,170","2,521",sakha
Aleksandrovsk-Sachalinskij [Alexandrovsk-Sakhalinsky],Александровск-Сахалинский,City,Aleksandrovsk-Sachalinskij Rajon,"12,826","10,613","8,854",sakhalin
Aniva,Анива,City,Anivskij,"8,084","9,115","9,638",sakhalin
Bykov,Быков,Village,Dolinskij,"4,964","4,101","3,059",sakhalin
Cholmsk [Kholmsk],Холмск,City,Cholmskij,"35,141","30,937","25,677",sakhalin
Dolinsk,Долинск,City,Dolinskij,"12,555","12,200","11,740",sakhalin
Gornozavodsk,Горнозаводск,Village,Nevel'skij,"6,051","4,389","3,711",sakhalin
Južno-Kuril'sk [Yuzhno-Kurilsk],Южно-Курильск,Urban Settlement,Južno-Kuril'skij,"5,751","5,832","6,991",sakhalin
Južno-Sachalinsk [Yuzhno-Sakhalinsk],Южно-Сахалинск,City,Južno-Sachalinsk,"175,085","181,728","181,587",sakhalin
Korsakov,Корсаков,City,Korsakovskij,"36,652","33,526","33,950",sakhalin
Kuril'sk [Kurilsk],Курильск,City,Kuril'skij,"2,233","2,070","2,530",sakhalin
Makarov,Макаров,City,Makarovskij,"7,271","6,705","5,848",sakhalin
Nevel'sk [Nevelsk],Невельск,City,Nevel'skij,"18,639","11,682","10,608",sakhalin
Nogliki,Ноглики,Urban Settlement,Nogliki,"10,729","10,231","11,066",sakhalin
Ocha [Okha],Оха,City,Ochinskij,"27,963","23,008","20,357",sakhalin
Poronajsk [Poronaysk],Поронайск,City,Poronajskij,"17,954","16,120","16,026",sakhalin
Šachtërsk [Shakhtyorsk],Шахтёрск,Urban Settlement,Uglegorskij,"10,643","8,382","6,687",sakhalin
Severo-Kuril'sk [Severo-Kurilsk],Северо-Курильск,City,Severo-Kuril'skij,"2,592","2,536","2,374",sakhalin
Smirnych [Smirnykh],Смирных,Urban Settlement,Smirnychovskij,"7,561","7,399","8,050",sakhalin
Sokol,Сокол,Village,Dolinskij,"3,430","3,468","3,107",sakhalin
Tomari,Томари,City,Tomarinskij,"5,338","4,541","4,313",sakhalin
Troickoje [Troitskoye],Троицкое,Village,Anivskij,"3,374","4,729","5,434",sakhalin
Tymovskoje [Tymovskoye],Тымовское,Urban Settlement,Tymovskij,"8,532","7,855","8,629",sakhalin
Uglegorsk,Углегорск,City,Uglegorskij,"13,396","10,381","8,041",sakhalin
Vachrušev [Vakhrushev],Вахрушев,Urban Settlement,Poronajskij,"3,064","2,245","1,515",sakhalin
Aleksejevka [Alexeyevka],Алексеевка,Village,Aleksejevskij Rajon,"4,626","4,513","4,379",samara
Aleksejevka [Alexeyevka],Алексеевка,Urban Settlement,Kinel',"9,703","10,411","10,877",samara
Balašejka [Balasheyka],Балашейка,Urban Settlement,Syzranskij Rajon,"3,104","2,930","2,614",samara
Bezenčuk [Bezenchuk],Безенчук,Urban Settlement,Bezenčukskij Rajon,"23,921","22,952","20,516",samara
Bogatoje [Bogatoye],Богатое,Village,Bogatovskij Rajon,"6,441","5,922","5,594",samara
Bol'šaja Černigovka [Bolshaya Chernigovka],Большая Черниговка,Village,Bol'šečernigovskij Rajon,"6,318","6,356","6,191",samara
Bol'šaja Glušica [Bolshaya Glushitsa],Большая Глушица,Village,Bol'šeglušickij Rajon,"10,133","9,667","9,583",samara
Borskoje [Borskoye],Борское,Village,Borskij Rajon,"9,190","8,953","8,916",samara
Čapajevsk [Chapayevsk],Чапаевск,City,Čapajevsk,"73,912","72,692","70,228",samara
Čelno-Veršiny [Chelno-Vershiny],Челно-Вершины,Village,Čelno-Veršinskij Rajon,"6,062","5,747","5,519",samara
Chrjaščëvka [Khryashchyovka],Хрящёвка,Village,Stavropol'skij Rajon,"3,235","3,191","3,472",samara
Chvorostjanka [Khvorostyanka],Хворостянка,Village,Chvorostjanskij Rajon,"4,937","5,161","5,164",samara
Dubovyj Umet [Dubovy Umet],Дубовый Умет,Village,Volžskij Rajon,"3,129","3,389","3,419",samara
Georgijevka [Georgiyevka],Георгиевка,Village,Kinel'skij Rajon,"3,666","3,980","3,858",samara
Isakly,Исаклы,Village,Isaklinskij Rajon,"4,451","4,334","4,360",samara
Jagodnoje [Yagodnoye],Ягодное,Village,Stavropol'skij Rajon,"2,568","3,993","11,801",samara
Jelchovka [Yelkhovka],Елховка,Village,Jelchovskij Rajon,"3,166","3,268","3,277",samara
Kamyšla [Kamyshla],Камышла,Village,Kamyšlinskij Rajon,"4,826","4,889","4,784",samara
Kinel',Кинель,City,Kinel',"34,385","34,491","36,729",samara
Kinel'-Čerkassy [Kinel-Cherkassy],Кинель-Черкассы,Village,Kinel'-Čerkasskij Rajon,"18,536","17,252","16,658",samara
Kljavlino [Klyavlino],Клявлино,Rural Railway Station Settlement,Kljavlinskij Rajon,"6,367","6,967","6,617",samara
Komsomol'skij [Komsomolsky],Комсомольский,Rural Settlement,Kinel'skij Rajon,"3,223","2,989","3,520",samara
Koški [Koshki],Кошки,Village,Koškinskij Rajon,"8,149","7,969","7,338",samara
Krasnoarmejskoje [Krasnoarmeyskoye],Красноармейское,Village,Krasnoarmejskij Rajon,"5,445","5,344","4,615",samara
Krasnyj Jar [Krasny Yar],Красный Яр,Village,Krasnojarskij Rajon,"7,724","7,958","8,185",samara
Krotovka,Кротовка,Village,Kinel'-Čerkasskij Rajon,"5,440","5,668","5,275",samara
Kurumoč [Kurumoch],Курумоч,Village,Volžskij Rajon,"6,493","6,697","5,994",samara
Meždurečensk [Mezhdurechensk],Междуреченск,Urban Settlement,Syzranskij Rajon,"3,481","3,006","2,726",samara
Mirnyj [Mirny],Мирный,Urban Settlement,Krasnojarskij Rajon,"7,451","7,343","7,246",samara
Neftegorsk,Нефтегорск,City,Neftegorskij Rajon,"19,388","19,254","18,076",samara
Novokujbyševsk [Novokuybyshevsk],Новокуйбышевск,City,Novokujbyševsk,"112,973","108,438","98,306",samara
Novosemejkino [Novosemeykino],Новосемейкино,Urban Settlement,Krasnojarskij Rajon,"9,721","9,750","10,185",samara
Novyj Bujan [Novy Buyan],Новый Буян,Village,Krasnojarskij Rajon,"3,535","3,265","3,295",samara
Obšarovka [Obsharovka],Обшаровка,Village,Privolžskij Rajon,"5,712","5,667","5,044",samara
Oktjabr'sk [Oktyabrsk],Октябрьск,City,Oktjabr'sk,"25,336","27,244","20,703",samara
Osinki,Осинки,Urban Settlement,Bezenčukskij Rajon,"3,127","3,101","2,858",samara
Otradnyj [Otradny],Отрадный,City,Otradnyj,"50,048","48,356","46,984",samara
Pestravka,Пестравка,Village,Pestravskij Rajon,"6,675","6,573","6,057",samara
Petra Dubrava,Петра Дубрава,Urban Settlement,Volžskij Rajon,"6,125","6,453","6,713",samara
Pochvistnevo [Pokhvistnevo],Похвистнево,City,Pochvistnevo,"27,973","28,169","27,333",samara
Podbel'sk [Podbelsk],Подбельск,Village,Pochvistnevskij Rajon,"3,417","3,164","3,017",samara
Podstëpki [Podstyopki],Подстёпки,Village,Stavropol'skij Rajon,"3,164","4,931","15,455",samara
Pridorožnyj [Pridorozhny],Придорожный,Rural Settlement,Volžskij Rajon,198,215,"27,515",samara
Privolžje [Privolzhye],Приволжье,Village,Privolžskij Rajon,"7,481","7,480","7,078",samara
Roščinskij [Roshchinsky],Рощинский,Urban Settlement,Volžskij Rajon,"12,878","11,920","8,128",samara
Roždestveno [Rozhdestveno],Рождествено,Village,Volžskij Rajon,"5,043","6,212","5,073",samara
Samara,Самара,City,Samara,"1,157,880","1,164,685","1,173,299",samara
Šentala [Shentala],Шентала,Rural Railway Station Settlement,Šentalinskij Rajon,"6,646","6,613","5,663",samara
Sergijevsk [Sergiyevsk],Сергиевск,Village,Sergijevskij Rajon,"8,282","8,661","9,070",samara
Sernovodsk,Серноводск,Rural Settlement,Sergijevskij Rajon,"3,598","3,611","3,428",samara
Šigony [Shigony],Шигоны,Village,Šigonskij Rajon,"5,309","4,966","4,959",samara
Smyšljaevka [Smyshlyaevka],Смышляевка,Urban Settlement,Volžskij Rajon,"5,954","6,756","7,958",samara
Spiridonovka,Спиридоновка,Village,Volžskij Rajon,"4,421","4,896","3,061",samara
Strojkeramika [Stroykeramika],Стройкерамика,Urban Settlement,Volžskij Rajon,"7,425","7,322","21,567",samara
Suchodol [Sukhodol],Суходол,Urban Settlement,Sergijevskij Rajon,"14,407","13,413","13,348",samara
Surgut,Сургут,Rural Settlement,Sergijevskij Rajon,"4,736","4,864","4,714",samara
Syzran',Сызрань,City,Syzran',"188,107","178,750","165,725",samara
Timaševo [Timashevo],Тимашево,Village,Kinel'-Čerkasskij Rajon,"5,640","5,651","5,405",samara
Timofejevka [Timofeyevka],Тимофеевка,Village,Stavropol'skij Rajon,"2,209","3,893","6,592",samara
"Tol'jatti [Tolyatti, Togliatti]",Тольятти,City,Tol'jatti,"702,879","719,632","684,709",samara
Ust'-Kinel'skij [Ust-Kinelsky],Усть-Кинельский,Urban Settlement,Kinel',"8,995","9,988","10,547",samara
Utëvka [Utyovka],Утёвка,Village,Neftegorskij Rajon,"4,591","6,091","5,677",samara
Uzjukovo [Uzyukovo],Узюково,Village,Stavropol'skij Rajon,"1,694","2,003","3,384",samara
Varlamovo,Варламово,Rural Settlement,Syzranskij Rajon,"3,289","3,372","3,353",samara
Volžskij [Volzhsky],Волжский,Urban Settlement,Krasnojarskij Rajon,"7,095","6,968","7,727",samara
Voskresenka,Воскресенка,Village,Volžskij Rajon,"1,830","2,087","3,012",samara
Vyselki,Выселки,Village,Stavropol'skij Rajon,"2,259","2,479","3,827",samara
Žigulëvsk [Zhigulyovsk],Жигулёвск,City,Žigulëvsk,...,"55,565","50,466",samara
Aleksandrov Gaj [Alexandrov Gay],Александров Гай,Village,Aleksandrovo-Gajskij Rajon,"9,993","9,728","8,772",saratov
Arkadak,Аркадак,City,Arkadakskij Rajon,"14,438","12,845","10,990",saratov
Atkarsk,Аткарск,City,Atkarskij Rajon,"27,907","25,624","22,709",saratov
Balakovo,Балаково,City,Balakovskij Rajon,"200,470","199,690","184,466",saratov
Balašov [Balashov],Балашов,City,Balašovskij Rajon,"98,330","82,227","74,057",saratov
Baltaj [Baltay],Балтай,Village,Baltajskij Rajon,"3,989","3,873","3,277",saratov
Bazarnyj Karabulak [Bazarny Karabulak],Базарный Карабулак,Urban Settlement,Bazarno-Karabulakskij Rajon,"10,467","9,846","9,134",saratov
Chvalynsk [Khvalynsk],Хвалынск,City,Chvalynskij Rajon,"13,752","13,094","12,042",saratov
Dergači [Dergachi],Дергачи,Urban Settlement,Dergačëvskij Rajon,"9,642","8,276","7,406",saratov
Dubki,Дубки,Rural Settlement,Saratov,"4,046","4,416","4,596",saratov
Duchovnickoje [Dukhovnitskoye],Духовницкое,Urban Settlement,Duchovnickij Rajon,"5,987","5,338","4,628",saratov
Èngel's [Engels],Энгельс,City,Èngel'sskij Rajon,"193,984","202,419","225,428",saratov
Gornyj [Gorny],Горный,Urban Settlement,Krasnopartizanskij Rajon,"7,098","5,084","4,336",saratov
Ivantejevka [Ivanteyevka],Ивантеевка,Village,Ivantejevskij Rajon,"6,173","6,100","5,269",saratov
Jekaterinovka [Yekaterinovka],Екатериновка,Urban Settlement,Jekaterinovskij Rajon,"6,483","6,364","5,817",saratov
Jeršov [Yershov],Ершов,City,Jeršovskij Rajon,"23,848","21,448","18,095",saratov
Kalininsk,Калининск,City,Kalininskij Rajon,"18,855","16,441","14,949",saratov
Kamenskij [Kamensky],Каменский,Urban Settlement,Krasnoarmejskij Rajon,"3,644","2,867","2,483",saratov
Klëny,Клёны,Urban Settlement,Vol'skij Rajon,...,...,"2,238",saratov
Krasnoarmejsk [Krasnoarmeysk],Красноармейск,City,Krasnoarmejskij Rajon,"25,411","24,364","21,350",saratov
Krasnyj Jar [Krasny Yar],Красный Яр,Village,Èngel'sskij Rajon,"3,118","3,255","3,232",saratov
Krasnyj Kut [Krasny Kut],Красный Кут,City,Krasnokutskij Rajon,"15,334","14,416","14,296",saratov
Krasnyj Oktjabr' [Krasny Oktyabr],Красный Октябрь,Urban Settlement,Saratov,"3,328","3,340","3,656",saratov
Krasnyj Tekstil'ščik [Krasny Tekstilshchik],Красный Текстильщик,Rural Settlement,Saratov,"3,301","3,368","3,431",saratov
Lysyje Gory [Lysye Gory],Лысые Горы,Urban Settlement,Lysogorskij Rajon,"7,557","7,180","6,852",saratov
Marks,Маркс,City,Marksovskij Rajon,"32,849","31,531","28,749",saratov
Mokrous,Мокроус,Urban Settlement,Fëdorovskij Rajon,"6,788","6,731","5,860",saratov
Novopuškinskoje [Novopushkinskoye],Новопушкинское,Rural Settlement,Èngel'sskij Rajon,"3,390","3,300","3,514",saratov
Novouzensk,Новоузенск,City,Novouzenskij Rajon,"16,881","17,011","15,216",saratov
Novyje Burasy [Novye Burasy],Новые Бурасы,Urban Settlement,Novoburasskij Rajon,"6,517","5,870","5,796",saratov
Ozinki,Озинки,Urban Settlement,Ozinskij Rajon,"9,806","9,249","7,690",saratov
Pereljub [Perelyub],Перелюб,Village,Pereljubskij Rajon,"5,591","4,774","4,575",saratov
Petrovsk,Петровск,City,Petrovskij Rajon,"33,956","31,160","26,319",saratov
Pinerovka,Пинеровка,Urban Settlement,Balašovskij Rajon,"3,629","3,442","3,345",saratov
Piterka,Питерка,Village,Piterskij Rajon,"5,478","5,439","4,821",saratov
Podlesnoje [Podlesnoye],Подлесное,Village,Marksovskij Rajon,"4,180","3,758","3,780",saratov
Privolžskij [Privolzhsky],Приволжский,Urban Settlement,Èngel'sskij Rajon,"32,087","34,364","33,096",saratov
Probuždenije [Probuzhdeniye],Пробуждение,Rural Settlement,Èngel'sskij Rajon,"3,415","3,448","3,414",saratov
Pugačëv [Pugachyov],Пугачёв,City,Pugačëvskij Rajon,"41,436","41,707","40,127",saratov
Puškino [Pushkino],Пушкино,Urban Settlement,Sovetskij Rajon,"2,748","2,457","2,334",saratov
Romanovka,Романовка,Urban Settlement,Romanovskij Rajon,"7,804","7,271","5,880",saratov
Rovnoje [Rovnoye],Ровное,Urban Settlement,Rovenskij Rajon,"5,267","4,538","4,550",saratov
Rtiščevo [Rtishchevo],Ртищево,City,Rtiščevskij Rajon,"44,185","41,289","37,850",saratov
Samojlovka [Samoylovka],Самойловка,Urban Settlement,Samojlovskij Rajon,"8,648","7,580","6,571",saratov
Saratov,Саратов,City,Saratov,"873,055","837,900","901,361",saratov
Sennoj [Sennoy],Сенной,Urban Settlement,Vol'skij Rajon,"7,031","6,675","5,881",saratov
Šichany [Shikhany],Шиханы,City,Šichany,"6,738","6,067","5,155",saratov
Sokolovyj [Sokolovy],Соколовый,Urban Settlement,Saratov,"6,229","6,009","4,937",saratov
Sovetskoje [Sovetskoye],Советское,Urban Settlement,Sovetskij Rajon,"3,516","3,348","2,816",saratov
Stepnoje [Stepnoye],Степное,Urban Settlement,Sovetskij Rajon,"14,140","13,136","12,355",saratov
Storoževka [Storozhevka],Сторожевка,Village,Tatiščevskij Rajon,"3,380","3,419","3,276",saratov
Svobodnyj [Svobodny],Свободный,Urban Settlement,Bazarno-Karabulakskij Rajon,"2,292","2,160","1,820",saratov
Tatiščevo [Tatishchevo],Татищево,Urban Settlement,Tatiščevskij Rajon,"7,432","7,491","7,235",saratov
Turki,Турки,Urban Settlement,Turkovskij Rajon,"6,872","6,122","5,272",saratov
Vol'sk [Volsk],Вольск,City,Vol'skij Rajon,"71,124","66,508","55,035",saratov
Voskresenskoje [Voskresenskoye],Воскресенское,Village,Voskresenskij Rajon,"3,235","3,309","3,014",saratov
Alagir,Алагир,City,Alagirskij Rajon,"21,496","20,949","21,550",north ossetia-alania
Archonskaja [Arkhonskaya],Архонская,Stanitsa,Prigorodnyj Rajon,"7,851","8,149","8,258",north ossetia-alania
Ardon,Ардон,City,Ardonskij Rajon,"17,521","18,774","18,956",north ossetia-alania
Beslan,Беслан,City,Pravoberežnyj Rajon,"35,550","36,728","35,929",north ossetia-alania
Čermen [Chermen],Чермен,Village,Prigorodnyj Rajon,"8,401","8,508","8,156",north ossetia-alania
Chumalag [Khumalag],Хумалаг,Village,Pravoberežnyj Rajon,"3,838","3,728","3,807",north ossetia-alania
Čikola [Chikola],Чикола,Village,Irafskij Rajon,"7,017","7,017","7,366",north ossetia-alania
Dačnoje [Dachnoye],Дачное,Village,Prigorodnyj Rajon,"4,499","3,851","3,127",north ossetia-alania
Digora,Дигора,City,Digorskij Rajon,"11,819","10,856","9,922",north ossetia-alania
Èl'chotovo [Elkhotovo],Эльхотово,Village,Kirovskij Rajon,"12,208","12,626","12,723",north ossetia-alania
Gizel',Гизель,Village,Prigorodnyj Rajon,"7,129","7,814","8,234",north ossetia-alania
Ir,Ир,Village,Prigorodnyj Rajon,"3,512","3,428","3,981",north ossetia-alania
Kadgaron,Кадгарон,Village,Ardonskij Rajon,"2,979","3,093","3,437",north ossetia-alania
Kambilejevskoje [Kambileyevskoye],Камбилеевское,Village,Prigorodnyj Rajon,"7,634","7,485","6,320",north ossetia-alania
Kizljar [Kizlyar],Кизляр,Village,Mozdokskij Rajon,"8,395","10,813","10,923",north ossetia-alania
Lukovskaja [Lukovskaya],Луковская,Stanitsa,Mozdokskij Rajon,"5,206","5,222","6,398",north ossetia-alania
Majskoje [Mayskoye],Майское,Village,Prigorodnyj Rajon,"5,146","7,315","7,016",north ossetia-alania
Michajlovskoje [Mikhaylovskoye],Михайловское,Village,Prigorodnyj Rajon,"10,296","9,217","8,460",north ossetia-alania
Mozdok,Моздок,City,Mozdokskij Rajon,"42,865","38,768","36,784",north ossetia-alania
Nogir,Ногир,Village,Prigorodnyj Rajon,"11,269","11,480","12,011",north ossetia-alania
Novoje [Novoye],Новое,Village,Prigorodnyj Rajon,...,"3,258","3,040",north ossetia-alania
Oktjabr'skoje [Oktyabrskoye],Октябрьское,Village,Prigorodnyj Rajon,"10,575","10,436","10,149",north ossetia-alania
Ol'ginskoje [Olginskoye],Ольгинское,Village,Pravoberežnyj Rajon,"3,126","3,060","3,121",north ossetia-alania
Pavlodol'skaja [Pavlodolskaya],Павлодольская,Stanitsa,Mozdokskij Rajon,"5,731","5,456","5,252",north ossetia-alania
Sunža [Sunzha],Сунжа,Village,Prigorodnyj Rajon,"11,346","11,715","11,086",north ossetia-alania
Troickoje [Troitskoye],Троицкое,Village,Mozdokskij Rajon,"3,937","3,695","4,117",north ossetia-alania
Vladikavkaz,Владикавказ,City,Vladikavkaz,"315,608","311,693","295,830",north ossetia-alania
Zavodskoj [Zavodskoy],Заводской,Urban Settlement,Vladikavkaz,"14,574","16,792","15,508",north ossetia-alania
Zmejskaja [Zmeyskaya],Змейская,Stanitsa,Kirovskij Rajon,"6,419","6,888","6,999",north ossetia-alania
Chislaviči [Khislavichi],Хиславичи,Urban Settlement,Chislavičskij Rajon,"4,617","4,138","3,183",smolensk
Cholm-Žirkovskij [Kholm-Zhirkovsky],Холм-Жирковский,Urban Settlement,Cholm-Žirkovskij Rajon,"3,826","3,491","3,165",smolensk
Demidov,Демидов,City,Demidovskij Rajon,"8,786","7,333","6,326",smolensk
Desnogorsk,Десногорск,City,Desnogorsk,"32,070","29,677","25,345",smolensk
Dorogobuž [Dorogobuzh],Дорогобуж,City,Dorogobužskij Rajon,"12,250","10,720","9,528",smolensk
Duchovščina [Dukhovshchina],Духовщина,City,Duchovščinskij Rajon,"4,683","4,371","3,990",smolensk
Gagarin,Гагарин,City,Gagarinskij Rajon,"28,789","31,721","26,500",smolensk
Golynki,Голынки,Urban Settlement,Rudnjanskij Rajon,"3,884","3,573","2,879",smolensk
Gusino,Гусино,Hamlet,Krasninskij Rajon,55,"2,843","3,092",smolensk
Jarcevo [Yartsevo],Ярцево,City,Jarcevskij Rajon,"52,617","47,848","41,452",smolensk
Jel'nja [Yelnya],Ельня,City,Jel'ninskij Rajon,"10,798","10,095","8,332",smolensk
Kardymovo,Кардымово,Urban Settlement,Kardymovskij Rajon,"5,084","4,659","4,443",smolensk
Krasnyj [Krasny],Красный,Urban Settlement,Krasninskij Rajon,"4,714","4,349","3,621",smolensk
Monastyrščina [Monastyrshchina],Монастырщина,Urban Settlement,Monastyrščinskij Rajon,"4,622","4,065","3,223",smolensk
Novodugino,Новодугино,Village,Novoduginskij Rajon,"3,999","3,839","3,254",smolensk
Novosel'cy [Novoseltsy],Новосельцы,Hamlet,Smolenskij Rajon,...,...,"3,555",smolensk
Ozërnyj [Ozyorny],Озёрный,Urban Settlement,Duchovščinskij Rajon,"6,380","5,933","5,026",smolensk
Pečersk [Pechersk],Печерск,Village,Smolenskij Rajon,"3,750","3,884","5,754",smolensk
Počinok [Pochinok],Починок,City,Počinkovskij Rajon,"9,578","8,776","7,575",smolensk
Prževal'skoje [Przhevalskoye],Пржевальское,Urban Settlement,Demidovskij Rajon,"2,110","1,683","1,265",smolensk
Roslavl',Рославль,City,Roslavl'skij Rajon,"57,701","54,900","45,416",smolensk
Rudnja [Rudnya],Рудня,City,Rudnjanskij Rajon,"9,853","10,030","8,908",smolensk
Safonovo,Сафоново,City,Safonovskij Rajon,"48,209","46,116","38,403",smolensk
Smolensk,Смоленск,City,Smolensk,"325,137","326,861","316,570",smolensk
Šumjači [Shumyachi],Шумячи,Urban Settlement,Šumjačskij Rajon,"4,731","4,227","3,193",smolensk
Syčëvka [Sychyovka],Сычёвка,City,Syčëvskij Rajon,"8,683","8,111","7,544",smolensk
Ugra,Угра,Village,Ugranskij Rajon,"4,848","4,278","3,452",smolensk
Veliž [Velizh],Велиж,City,Veližskij Rajon,"8,343","7,620","6,293",smolensk
Verchnedneprovskij [Verkhnedneprovsky],Верхнеднепровский,Urban Settlement,Dorogobužskij Rajon,"14,278","12,969","10,831",smolensk
Vjaz'ma [Vyazma],Вязьма,City,Vjazemskij Rajon,"57,545","57,101","51,950",smolensk
Vjaz'ma-Brjanskaja [Vyazma-Bryanskaya],Вязьма-Брянская,Village,Vjazemskij Rajon,...,"4,594","3,791",smolensk
Ačikulak [Achikulak],Ачикулак,Village,Neftekumskij,"6,916","6,100","5,691",stavropol
Aleksandrija [Alexandriya],Александрия,Village,Blagodarnenskij,"4,148","3,558","3,350",stavropol
Aleksandrijskaja [Alexandryskaya],Александрийская,Stanitsa,Georgijevsk,"10,098","11,761","10,525",stavropol
Aleksandrovskoje [Alexandrovskoye],Александровское,Village,Aleksandrovskij Rajon,"27,512","27,471","25,479",stavropol
Andžijevskij [Andzhiyevsky],Анджиевский,Urban Settlement,Mineralovodskij,"6,636","6,680","6,117",stavropol
Archangel'skoje [Arkhangelskoye],Архангельское,Village,Budënnovskij Rajon,"5,125","4,891","5,038",stavropol
Arzgir,Арзгир,Village,Arzgirskij Rajon,"15,559","14,722","13,160",stavropol
Balachonovskoje [Balakhonovskoye],Балахоновское,Village,Kočubejevskij Rajon,"4,300","4,443","4,326",stavropol
Barsukovskaja [Barsukovskaya],Барсуковская,Stanitsa,Kočubejevskij Rajon,"5,431","4,712","4,549",stavropol
Bešpagir [Beshpagir],Бешпагир,Village,Gračëvskij Rajon,"4,109","3,925","4,099",stavropol
Bezopasnoje [Bezopasnoye],Безопасное,Village,Trunovskij Rajon,"7,049","6,598","6,627",stavropol
Blagodarnyj [Blagodarny],Благодарный,City,Blagodarnenskij,"34,500","32,725","30,827",stavropol
Blagodatnoje [Blagodatnoye],Благодатное,Village,Petrovskij,"5,138","5,132","4,313",stavropol
Bol'šaja Džalga [Bolshaya Dzhalga],Большая Джалга,Village,Ipatovskij,"3,809","3,153","3,156",stavropol
Borgustanskaja [Borgustanskaya],Боргустанская,Stanitsa,Predgornyj Rajon,"4,175","4,013","4,028",stavropol
Budënnovsk [Budyonnovsk],Будённовск,City,Budënnovskij Rajon,"65,687","64,624","58,103",stavropol
Burlackoje [Burlatskoye],Бурлацкое,Village,Blagodarnenskij,"3,573","3,274","3,110",stavropol
Černolesskoje [Chernolesskoye],Чернолесское,Village,Novoselickij Rajon,"5,291","5,557","5,600",stavropol
Divnoje [Divnoye],Дивное,Village,Apanasenkovskij Rajon,"15,423","14,085","13,104",stavropol
Donskoje [Donskoye],Донское,Village,Trunovskij Rajon,"15,196","14,927","14,338",stavropol
Èdissija [Edissiya],Эдиссия,Village,Kurskij Rajon,"5,673","5,801","5,773",stavropol
Georgijevsk [Georgiyevsk],Георгиевск,City,Georgijevsk,"70,575","72,153","63,221",stavropol
Georgijevskaja [Georgiyevskaya],Георгиевская,Stanitsa,Georgijevsk,"5,511","6,189","5,657",stavropol
Gofickoje [Gofitskoye],Гофицкое,Village,Petrovskij,"5,396","5,096","4,208",stavropol
Gorjačevodskij [Goryachevodsky],Горячеводский,Urban Settlement,Pjatigorsk,"34,456","36,967","36,032",stavropol
Gračëvka [Grachyovka],Грачёвка,Village,Gračëvskij Rajon,"6,238","6,657","6,435",stavropol
Grigoropolisskaja [Grigoropolisskaya],Григорополисская,Stanitsa,Novoaleksandrovskij,"9,146","8,988","9,026",stavropol
Gruševskoje [Grushevskoye],Грушевское,Village,Aleksandrovskij Rajon,"2,958","3,019","3,056",stavropol
Inozemcevo [Inozemtsevo],Иноземцево,Urban Settlement,Železnovodsk,"27,110","28,398","27,500",stavropol
Ipatovo,Ипатово,City,Ipatovskij,"28,594","26,053","26,122",stavropol
Irgakly,Иргаклы,Village,Stepnovskij Rajon,"3,926","3,965","3,873",stavropol
Ivanovskoje [Ivanovskoye],Ивановское,Village,Kočubejevskij Rajon,"6,879","7,518","8,354",stavropol
Izobil'nyj [Izobilny],Изобильный,City,Izobil'nenskij,"38,926","40,555","38,614",stavropol
Jasnaja Poljana [Yasnaya Polyana],Ясная Поляна,Rural Settlement,Predgornyj Rajon,"4,975","5,063","4,914",stavropol
Jessentuki [Yessentuki],Ессентуки,City,Jessentuki,"81,758","100,996","119,658",stavropol
Jessentukskaja [Yessentukskaya],Ессентукская,Stanitsa,Predgornyj Rajon,"19,604","20,166","24,710",stavropol
Juca [Yutsa],Юца,Village,Predgornyj Rajon,"8,548","9,427","9,736",stavropol
Kajasula [Kayasula],Каясула,Village,Neftekumskij,"4,894","5,004","4,602",stavropol
Kalinovskoje [Kalinovskoye],Калиновское,Village,Aleksandrovskij Rajon,"3,881","3,955","3,437",stavropol
Kangly,Канглы,Village,Mineralovodskij,"3,432","3,235","3,470",stavropol
Kaz'minskoje [Kazminskoye],Казьминское,Village,Kočubejevskij Rajon,"5,971","5,676","5,430",stavropol
Kislovodsk,Кисловодск,City,Kislovodsk,"129,788","128,553","127,521",stavropol
Kitajevskoje [Kitayevskoye],Китаевское,Village,Novoselickij Rajon,"2,747","2,782","3,026",stavropol
Kočubejevskoje [Kochubeyevskoye],Кочубеевское,Village,Kočubejevskij Rajon,"27,988","26,835","26,645",stavropol
Komsomolec [Komsomolets],Комсомолец,Rural Settlement,Kirovskij,"3,088","3,131","3,076",stavropol
Konstantinovskaja [Konstantinovskaya],Константиновская,Stanitsa,Pjatigorsk,"7,011","8,623","9,412",stavropol
Konstantinovskoje [Konstantinovskoye],Константиновское,Village,Petrovskij,"5,713","5,071","4,742",stavropol
Krasnogvardejskoje [Krasnogvardeyskoye],Красногвардейское,Village,Krasnogvardejskij Rajon,"15,884","15,992","14,200",stavropol
